SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
655/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-07-31,ND,ND,ND,ND,ND,ND,ND
656/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-07-31,ND,ND,ND,400,ND,ND,ND
657/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-07-31,ND,ND,ND,21760,ND,ND,ND
658/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-08-01,ND,ND,ND,200,ND,ND,ND
659/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-08-01,ND,ND,ND,ND,ND,ND,ND
660/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-08-01,ND,ND,ND,1800,ND,ND,ND
661/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-08-01,ND,ND,ND,121000,ND,ND,ND
662/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-08-01,ND,ND,ND,1090000,ND,ND,ND
663/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-08-01,ND,ND,ND,1312000,ND,ND,ND
664/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-08-01,ND,ND,ND,ND,ND,ND,ND
665/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-08-01,ND,ND,ND,ND,ND,ND,ND
666/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-08-01,ND,ND,ND,ND,ND,ND,ND
667/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-08-01,ND,ND,ND,ND,ND,ND,ND
668/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-08-01,ND,ND,ND,ND,ND,ND,ND
669/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-08-01,40,ND,ND,ND,ND,ND,ND
670/23,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148077,Nodwydd,2023-08-01,ND,ND,ND,2800,ND,ND,ND
671/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-08-01,ND,ND,ND,ND,ND,ND,ND
672/23,Conwy,B044V,Conwy CBC,SH73087972,Conwy West,2023-08-02,ND,ND,ND,4000,ND,ND,ND
673/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-08-01,ND,ND,ND,ND,ND,ND,ND
674/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126170,Heysham,2023-08-02,not tested,not tested,not tested,not tested,not tested,not tested,not tested
675/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-08-02,ND,ND,ND,ND,ND,ND,ND
676/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-08-02,ND,ND,ND,640,ND,ND,ND
677/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-08-03,ND,ND,ND,321000,ND,ND,ND
678/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-08-03,ND,ND,ND,ND,ND,ND,ND
679/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-08-02,ND,ND,ND,293000,ND,ND,ND
680/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-08-02,ND,ND,ND,ND,ND,ND,ND
681/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-08-01,ND,40,ND,680,ND,ND,ND
682/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-08-01,ND,ND,ND,7840,ND,ND,ND
683/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-08-01,ND,ND,ND,800,ND,ND,ND
684/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-08-04,ND,ND,ND,400,ND,ND,ND
686/23,Fal (Lower),B33AN,Cornwall PHA,SW81963551,Mylor Creek,2023-08-07,ND,ND,ND,191000,ND,ND,ND
687/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-08-07,ND,ND,ND,19100,ND,ND,ND
688/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-08-07,ND,ND,ND,26000,ND,ND,ND
689/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-08-07,ND,ND,ND,996000,ND,ND,ND
690/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-08-07,ND,ND,ND,1795000,ND,ND,ND
691/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-08-07,ND,ND,ND,797000,ND,ND,ND
692/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-08-07,ND,ND,ND,ND,ND,ND,ND
693/23,Morecambe Bay - East,B047S,Lancaster CC,SD41116169,Heysham,2023-08-07,ND,ND,ND,ND,ND,ND,ND
694/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-08-07,ND,ND,ND,4600,ND,ND,ND
695/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-08-07,ND,ND,ND,ND,ND,ND,680
696/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-08-08,ND,ND,ND,ND,ND,ND,ND
697/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-08-08,ND,ND,ND,2800,ND,ND,ND
698/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-08-08,ND,ND,ND,ND,ND,ND,ND
699/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-08-08,ND,ND,ND,ND,ND,ND,ND
700/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-08-07,ND,ND,ND,5360,ND,ND,ND
701/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-08-07,ND,ND,ND,1280,ND,ND,ND
702/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-08-09,ND,ND,ND,ND,ND,ND,ND
704/23,West Mersea,B013Z,Colchester BC,TL99951309,The Hard,2023-08-09,ND,ND,ND,ND,ND,ND,ND
705/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-08-09,ND,ND,ND,ND,ND,ND,ND
706/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-08-09,ND,ND,ND,ND,ND,ND,ND
707/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-08-09,ND,ND,ND,400,ND,ND,ND
708/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-08-09,ND,ND,ND,ND,ND,ND,ND
709/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-08-09,ND,ND,ND,4300,ND,ND,ND
710/23,Teign,B27AC,Teignbridge DC,SX933729,Gas Works East,2023-08-09,ND,ND,ND,10040,ND,ND,ND
711/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-08-10,ND,ND,ND,ND,ND,ND,ND
713/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-08-10,ND,ND,ND,45200,ND,ND,ND
714/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-08-10,ND,ND,ND,921000,ND,ND,ND
715/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-08-14,ND,ND,ND,800,ND,ND,ND
716/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-08-14,ND,ND,ND,ND,ND,ND,ND
717/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-08-14,ND,ND,ND,ND,ND,ND,ND
718/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-08-14,ND,ND,ND,160,ND,ND,ND
719/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-08-15,ND,ND,ND,ND,ND,ND,ND
720/23,Burry Inlet,B038L,City and Council of Swansea,SS45051968,Whitford Point,2023-08-15,ND,ND,ND,ND,ND,ND,ND
721/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-08-15,ND,ND,ND,1323000,ND,ND,ND
722/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-08-15,ND,ND,ND,810000,ND,ND,ND
723/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-08-15,ND,ND,ND,571000,ND,ND,ND
724/23,Dee,B45AB,Flintshire CC,SJ17008014,Salisbury,2023-08-15,ND,ND,ND,1600,ND,ND,ND
725/23,Menai Strait East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2023-08-14,ND,ND,ND,ND,ND,ND,ND
726/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-08-14,ND,ND,ND,300,ND,ND,ND
727/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-08-14,ND,ND,ND,ND,ND,ND,ND
728/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-08-15,ND,ND,ND,880,ND,ND,ND
729/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-08-15,ND,ND,ND,2720,ND,ND,ND
730/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-08-16,ND,ND,ND,ND,ND,ND,ND
731/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-08-16,ND,ND,ND,7880,ND,ND,ND
732/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-08-16,ND,ND,ND,ND,ND,ND,ND
733/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-08-16,ND,ND,ND,200,ND,ND,ND
734/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-08-15,ND,ND,ND,ND,ND,ND,ND
736/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-08-15,ND,ND,ND,ND,ND,ND,ND
737/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-08-17,ND,ND,ND,30100,ND,ND,ND
738/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-08-17,ND,ND,ND,1667000,ND,ND,ND
739/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-08-17,ND,ND,ND,ND,ND,ND,ND
740/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-08-21,ND,ND,ND,400,ND,ND,ND
741/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-08-21,ND,ND,ND,240,ND,ND,ND
742/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-08-21,ND,ND,ND,ND,ND,ND,ND
743/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-08-21,ND,ND,ND,ND,ND,ND,ND
744/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-08-21,ND,ND,ND,ND,ND,ND,ND
745/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-08-22,ND,ND,ND,ND,ND,ND,ND
746/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-08-22,ND,ND,ND,8520,ND,ND,40
747/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-08-21,ND,ND,40,560,ND,ND,138000
748/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-08-22,ND,ND,ND,700,ND,ND,ND
749/23,Teign,B27AC,Teignbridge DC,SX933729,Gas Works East,2023-08-22,ND,ND,ND,12120,ND,ND,ND
750/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-08-22,ND,ND,ND,1960,ND,ND,ND
751/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-08-21,ND,ND,ND,22360,ND,ND,ND
752/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-08-22,ND,ND,ND,120000,ND,ND,ND
753/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-08-22,ND,ND,ND,114000,ND,ND,ND
754/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-08-22,ND,ND,ND,5320,ND,ND,ND
755/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126169,Heysham,2023-08-22,ND,ND,ND,3800,ND,ND,ND
756/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62560444,Paulsgrove,2023-08-22,ND,ND,ND,ND,ND,ND,ND
757/23,Walton Backwaters,B011Q,Tendring DC,TM 24232371,Twizzle,2023-08-23,ND,ND,ND,ND,ND,ND,ND
758/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-08-24,ND,ND,ND,5600,ND,ND,ND
759/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-08-24,ND,ND,ND,155000,ND,ND,ND
760/23,Dee,B45AB,Flintshire CC,SJ17278018,Salisbury,2023-08-23,ND,ND,ND,4800,ND,ND,ND
761/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-08-29,ND,ND,ND,1200,ND,ND,ND
762/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-08-29,ND,ND,ND,ND,ND,ND,ND
763/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-08-29,ND,ND,ND,ND,ND,ND,ND
765/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-08-29,ND,ND,ND,640,ND,ND,ND
766/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-08-29,ND,ND,ND,ND,ND,ND,ND
767/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-08-28,ND,ND,200,ND,ND,ND,ND
768/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-08-28,ND,ND,ND,ND,ND,ND,ND
769/23,Taw/Torridge,B036V,Torridge DC,SS46403160,Neck Gut 1,2023-08-29,ND,ND,ND,520,ND,ND,ND
770/23,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53488077,Nodwydd,2023-08-29,ND,ND,ND,ND,ND,ND,ND
771/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-08-30,ND,ND,ND,ND,ND,ND,ND
773/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-08-30,ND,ND,ND,2760,ND,ND,ND
774/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-08-30,ND,ND,ND,3120,ND,ND,ND
775/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-08-30,ND,ND,ND,800,ND,ND,ND
776/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-08-30,ND,ND,ND,ND,ND,ND,ND
777/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-08-29,ND,ND,ND,ND,ND,ND,ND
778/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-08-30,ND,ND,ND,800,ND,ND,ND
780/23,Conwy,B044V,Conwy CBC,SH77617954,Conwy West,2023-08-31,ND,ND,ND,200,ND,ND,ND
781/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-08-31,ND,ND,ND,560,ND,ND,ND
782/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-09-04,not tested,not tested,not tested,not tested,not tested,not tested,not tested
783/23,Conwy,B044V,Conwy CBC,SH77617954,Conwy West,2023-09-04,ND,ND,ND,400,ND,ND,ND
784/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-09-04,ND,ND,ND,6640,ND,ND,ND
785/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-09-04,ND,ND,ND,1900,ND,ND,ND
786/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-09-03,ND,ND,ND,2440,ND,ND,ND
787/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-09-04,ND,ND,ND,ND,ND,ND,ND
788/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-09-04,ND,ND,ND,11300,ND,ND,ND
789/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-09-04,ND,ND,ND,1000,ND,ND,ND
790/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-09-05,ND,ND,ND,ND,ND,ND,ND
791/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-09-04,ND,ND,ND,ND,ND,ND,ND
792/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-09-05,ND,40,ND,2800,ND,ND,ND
793/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-09-05,ND,ND,ND,400,ND,ND,ND
794/23,Morecambe Bay - East,B047S,Lancaster CC,SD41116170,Heysham,2023-09-05,not tested,not tested,not tested,not tested,not tested,not tested,not tested
795/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-09-04,ND,ND,ND,ND,ND,ND,ND
796/23,Blakeney,B006R,North Norfolk DC,TF91604549,Wells - The Pool,2023-09-05,ND,ND,ND,3360,ND,ND,ND
797/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-09-05,ND,ND,ND,160,ND,ND,ND
798/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-09-05,ND,ND,ND,800,ND,ND,640
799/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-09-06,ND,ND,ND,250000,ND,ND,ND
800/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-09-06,ND,80,ND,350000,ND,ND,ND
801/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-09-06,ND,40,ND,376000,ND,ND,ND
802/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-09-06,ND,ND,ND,ND,ND,ND,ND
803/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-09-06,ND,ND,ND,ND,ND,ND,ND
804/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-09-06,ND,ND,ND,ND,ND,ND,ND
805/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-09-06,ND,ND,ND,4320,ND,ND,ND
806/23,Teign,B27AC,Teignbridge DC,SX933729,Gas Works East,2023-09-06,ND,40,ND,15120,ND,ND,ND
807/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-09-06,ND,40,ND,440,ND,ND,ND
808/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-09-06,ND,ND,ND,ND,ND,ND,ND
809/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-09-06,ND,ND,ND,ND,ND,ND,ND
810/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-09-11,ND,ND,ND,ND,ND,ND,ND
812/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-09-11,ND,ND,ND,160,ND,ND,ND
813/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-09-11,ND,ND,ND,ND,ND,ND,ND
814/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-09-11,ND,ND,ND,ND,ND,ND,ND
815/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-09-11,ND,ND,ND,ND,ND,ND,ND
816/23,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2023-09-12,ND,ND,ND,ND,ND,ND,ND
818/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-09-12,ND,360,ND,12360,ND,ND,ND
819/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-09-12,ND,240,ND,46760,ND,ND,ND
820/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-09-12,ND,120,ND,19400,ND,ND,ND
821/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-09-12,not tested,not tested,not tested,not tested,not tested,not tested,not tested
822/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126170,Heysham,2023-09-12,not tested,not tested,not tested,not tested,not tested,not tested,not tested
823/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-09-12,ND,ND,ND,ND,ND,ND,ND
824/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-09-12,ND,ND,ND,ND,ND,ND,ND
825/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-09-11,ND,120,ND,240,ND,ND,ND
826/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-09-12,ND,ND,ND,ND,ND,ND,ND
828/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-09-13,ND,ND,ND,160,ND,ND,ND
829/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-09-13,ND,400,ND,400,ND,ND,ND
830/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-09-12,not tested,not tested,not tested,not tested,not tested,not tested,not tested
831/23,Câr y Môr,B097D,Pembrokeshire CC,SM725823,Porthllisky,2023-09-13,ND,ND,ND,600,ND,ND,ND
832/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-09-13,ND,ND,ND,ND,ND,ND,ND
833/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-09-13,ND,ND,ND,320,ND,ND,ND
834/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-09-14,ND,ND,ND,ND,ND,ND,ND
835/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-09-18,ND,ND,ND,240,ND,ND,ND
836/23,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2023-09-18,ND,ND,ND,ND,ND,ND,ND
837/23,Burry Inlet,B038L,City and Council of Swansea,SS44209615,Whitford Point,2023-09-18,ND,ND,ND,80,ND,ND,ND
838/23,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2023-09-18,ND,ND,ND,ND,ND,ND,ND
839/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-09-18,ND,ND,ND,400,ND,ND,ND
840/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-09-18,ND,ND,ND,ND,ND,ND,ND
841/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-09-18,ND,ND,ND,ND,ND,ND,ND
842/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-09-18,ND,200,ND,ND,ND,ND,ND
843/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-09-18,ND,800,ND,80,ND,ND,ND
844/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-09-18,ND,520,ND,ND,ND,ND,ND
845/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-09-18,ND,ND,ND,600,ND,ND,ND
846/23,Morecambe Bay - East,B047S,Lancaster CC,SD41116170,Heysham,2023-09-18,not tested,not tested,not tested,not tested,not tested,not tested,not tested
847/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-09-18,ND,ND,ND,200,ND,ND,ND
848/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-09-18,ND,ND,ND,400,ND,ND,ND
849/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-09-18,ND,ND,ND,ND,ND,ND,ND
850/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-09-18,ND,200,ND,ND,ND,ND,ND
851/23,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2023-09-18,ND,ND,ND,800,ND,ND,ND
852/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-09-19,ND,ND,ND,ND,ND,ND,ND
853/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-09-19,ND,ND,ND,ND,ND,ND,ND
854/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-09-19,ND,ND,ND,700,ND,ND,ND
855/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-09-20,ND,ND,ND,ND,ND,ND,ND
856/23,Walton Backwaters,B011Q,Tendring DC,TM24232371,Twizzle,2023-09-20,ND,ND,ND,ND,ND,ND,ND
857/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-09-21,ND,ND,ND,ND,ND,ND,ND
858/23,Blakeney,B006R,North Norfolk DC,TF91604549,Wells - The Pool,2023-09-21,ND,ND,ND,3520,ND,ND,ND
859/23,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2023-09-25,ND,ND,ND,ND,ND,ND,ND
860/23,Fal (Lower),B33AN,Cornwall PHA,SW81963546,Mylor Creek,2023-09-25,ND,ND,ND,ND,ND,ND,ND
861/23,Fal (Upper),B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2023-09-25,ND,ND,ND,ND,ND,ND,ND
862/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-09-25,ND,ND,ND,ND,ND,ND,ND
863/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-09-25,ND,ND,ND,320,ND,ND,ND
864/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-09-25,ND,ND,ND,ND,ND,ND,ND
865/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-09-25,ND,ND,ND,ND,ND,ND,ND
866/23,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2023-09-25,ND,100,ND,ND,ND,ND,ND
867/23,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2023-09-25,ND,ND,ND,ND,ND,ND,ND
868/23,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2023-09-25,ND,ND,ND,ND,ND,ND,ND
869/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-09-24,ND,ND,ND,ND,ND,ND,ND
870/23,Câr y Môr,B097D,Pembrokeshire CC,SM72582343,Porthllisky,2023-09-23,ND,ND,ND,560,ND,ND,ND
